episode,agent_pio,default_pio,loss
1,109.98875731981256,109.98875731981256,-0.01772085577249527
2,18.934138990228494,55.2753803694775,64.9896240234375
3,91.92271508460202,97.54346519760456,9.638346672058105
4,55.25780382703865,18.674859287997172,-65.84877014160156
5,18.48087271048814,45.98852562984258,57.88541793823242
6,64.25468789426905,105.9930087131139,68.4126968383789
7,32.511033051080595,76.15548695754109,77.67493438720703
8,109.98875731981256,109.98875731981256,-0.01773773692548275
9,18.67247712979844,78.6658318441016,108.49897766113281
10,55.04274088844022,109.98875731981256,90.28408813476562
11,109.98875731981256,109.98875731981256,-0.017741452902555466
12,66.06612043861442,48.96588895655351,-27.971237182617188
13,108.1262388464114,107.87457192793633,-0.47484537959098816
14,49.830991321076986,71.14549995274935,74.99691772460938
15,109.98875731981256,109.98875731981256,-0.017826830968260765
16,44.61444601325437,109.98875731981256,116.4765396118164
17,104.22560504592096,44.242306943968906,-106.74665069580078
18,94.29067954961513,109.98875731981256,28.597532272338867
19,64.73013717026353,55.614454725648955,-16.23581314086914
20,108.13942997635797,104.52429072567632,-6.546227931976318
21,109.98875731981256,109.98875731981256,-0.017738312482833862
22,108.06029835155901,109.98875731981256,3.491180658340454
23,55.62241090434731,102.55218057670145,83.08671569824219
24,27.975100931213017,108.12930859890142,136.91624450683594
25,69.15185077252725,63.20412533649835,-10.76794147491455
26,109.98875731981256,109.98875731981256,-0.017735803499817848
27,18.80059792724821,31.971390899595974,21.637027740478516
28,33.69840149643819,33.33474683742516,-0.6600081920623779
29,109.98875731981256,109.98875731981256,-0.017735449597239494
30,109.98875731981256,109.98875731981256,-0.01773473434150219
31,65.69388835464055,81.04314508277842,86.47171783447266
32,109.98875731981256,109.98875731981256,-0.017733659595251083
33,78.71769281347225,100.52162988141501,39.461814880371094
34,68.34803160348461,103.9188305744495,64.47904205322266
35,32.45917621997912,41.91126117494453,17.149744033813477
36,18.55139188923938,55.06652154450274,60.08829116821289
37,71.70397694693222,65.41654395995221,-10.714456558227539
38,55.03790627672649,109.98875731981256,84.65286254882812
39,19.10491294175974,100.8644040641873,139.36863708496094
40,109.98875731981256,109.98875731981256,-0.017729274928569794
41,108.12757897946,108.1263786520023,-0.019871175289154053
42,94.2944917707208,55.01777081099414,-63.85518264770508
43,108.12580021651362,109.98875731981256,3.2839713096618652
44,109.98875731981256,109.98875731981256,-0.01782510057091713
45,46.69114924454542,109.98875731981256,112.25877380371094
46,91.69201381721844,91.68556093232121,-0.028441449627280235
47,45.996958932452515,97.78169525564208,93.61279296875
48,109.98875731981256,109.98875731981256,-0.0177259873598814
49,73.5838116304557,108.10607835395624,60.88525390625
50,79.5853962860304,73.43325292108133,-11.06177043914795
51,34.11697567290385,14.644866338130639,-69.96784973144531
52,62.937046252254206,102.13905476114459,66.60586547851562
53,56.920536673246986,56.328800790525996,-2.05767560005188
54,38.87339895541954,25.878161882292886,-23.441783905029297
